SED_ID,stellar_mass,SFR,RA,DEC,X,Y,NAME,FIELD,Rs,GmR,UmG,Udet,zlya,zabs,zneb,type,comments,FULL_ID,z_best,GmRs,Comments,Umg,UmGa,G-R,Un-G,udet,zem,notes,NBmag,NBcol
Q0100-RedGal,195730490000.0,77.0,15.782486,13.277545,987.69,825.54,RedGal,Q0100,25.4,1.05,1.53,yes,2.3,-1.0,-1.0,GAL,host galaxy for giant Lya blob (photo-z),Q0100-RedGal,2.3,,,,,,,,,,,
Q0100-BX1,1371126300.0,2.0,15.7335429,13.2985437,1345.87,13.69,BX1,Q0100,24.99,-0.16,0.68,yes,2.1165,2.113,-1.0,GAL,LM1;poss. multiple z's,Q0100-BX1,2.113,,,,,,,,,,,
Q0100-BX104,14671635000.0,11.0,15.7648284,13.274724,940.26,532.25,BX104,Q0100,24.4,0.38,0.79,yes,-2.0,1.766,-1.0,GAL,nz;  m1,Q0100-BX104,1.766,,,,,,,,,,,
Q0100-BX105,5194639900.0,2.0,15.7653691,13.2931277,1252.92,541.88,BX105,Q0100,25.09,0.19,0.6,yes,-2.0,1.961,-1.0,GAL,nz;  m1,Q0100-BX105,1.961,,,,,,,,,,,
Q0100-BX107,7937446400.0,7.0,15.7653483,13.2841048,1099.63,541.22,BX107,Q0100,24.15,0.23,0.63,yes,-2.0,1.766,-1.0,GAL,nz;  m2[ap1]+m6+m10; m2[ap2] is z=3.038 Lya em; z from m10,Q0100-BX107,1.766,,,,,,,,,,,
Q0100-BX11,4275936500.0,3.0,15.7348656,13.2871344,1151.99,35.22,BX11,Q0100,24.75,0.03,0.32,yes,2.174,2.169,-1.0,GAL,nz;  f1,Q0100-BX11,2.169,,,,,,,,,,,
Q0100-BX118,6596237800.0,6.0,15.7684252,13.2521121,556.0,591.18,BX118,Q0100,24.16,0.0,0.45,yes,2.1134,2.1058,2.1091,GAL,nz;  m5+f1,Q0100-BX118,2.1091,,,,,,,,,,,
Q0100-BX12,899688190.0,3.0,15.7336118,13.2877058,1161.74,14.43,BX12,Q0100,24.71,-0.13,0.38,yes,1.755,-2.0,-1.0,AGN,"nz;  N4; has CIV,HeII,[OIII],CIII] in em",Q0100-BX12,1.755,,,,,,,,,,,
Q0100-BX122,7984673300.0,4.0,15.7688522,13.2603323,695.64,598.56,BX122,Q0100,24.89,0.23,0.64,yes,-2.0,2.0692,-1.0,GAL,nz;  m7+m9,Q0100-BX122,2.0692,,,,,,,,,,,
Q0100-BX125,3870193700.0,19.0,15.7691799,13.2870561,1149.66,604.93,BX125,Q0100,24.3,0.29,0.66,yes,2.715,2.707,-1.0,GAL,,Q0100-BX125,2.707,,,,,,,,,,,
Q0100-BX132,2520682200.0,50.0,15.7746755,13.3046299,1448.08,696.78,BX132,Q0100,23.21,0.41,1.05,yes,-2.0,-2.0,2.1007,GAL,"zneb only, mosfire",Q0100-BX132,2.1007,,,,,,,,,,,
Q0100-BX135,8214366200.0,16.0,15.775964,13.301174,1389.33,718.06,BX135,Q0100,24.31,0.34,1.15,yes,2.4096,2.405,-1.0,GAL,nz;  mN1,Q0100-BX135,2.405,,,,,,,,,,,
Q0100-BX138,4935314900.0,15.0,15.7761195,13.2684081,832.64,719.51,BX138,Q0100,24.75,0.7,1.5,yes,-2.0,2.725,-1.0,GAL,"nz;  noisy, z not precise; z from m10/ap1",Q0100-BX138,2.725,,,,,,,,,,,
Q0100-BX141,4693403600.0,7.0,15.7771112,13.3037738,1433.46,737.19,BX141,Q0100,24.42,0.52,0.74,yes,-2.0,2.368,-1.0,GAL,"nz;  m6,m10; z from m10",Q0100-BX141,2.368,,,,,,,,,,,
Q0100-BX148,5478948900.0,8.0,15.7787514,13.2987814,1348.6,764.25,BX148,Q0100,24.02,0.1,0.39,yes,1.968,1.963,1.9635,GAL,nz;  m2; has xtra abs z=1.624 CIV,Q0100-BX148,1.9635,,,,,,,,,,,
Q0100-BX15,39175279000.0,9.0,15.7380867,13.2523578,561.05,87.41,BX15,Q0100,23.79,0.44,0.79,yes,-2.0,1.7545,1.449,GAL,"LM1; zneb msfr; lris z appears to be 1.754,",Q0100-BX15,1.449,,,,,,,,,,,
Q0100-BX150,2455155700.0,15.0,15.7795066,13.2776937,990.31,776.07,BX150,Q0100,23.94,0.15,0.4,yes,-2.0,1.625,-1.0,GAL,,Q0100-BX150,1.625,,,,,,,,,,,
Q0100-BX151,6515121700.0,2.0,15.7794719,13.2780284,996.0,775.5,BX151,Q0100,25.45,0.06,0.34,yes,-2.0,-2.0,2.4306,GAL,"z    from mosfire, Sep 2012, red R-K=4.03; blended w/BX150 in SED photometry, all flux attribted to",Q0100-BX151,2.4306,,,,,,,,,,,
Q0100-BX152,59369722000.0,23.0,15.7798945,13.2389857,332.67,781.19,BX152,Q0100,24.83,0.58,1.1,yes,-1.0,-1.0,2.3002,GAL,"zneb mosfire, Nov 2014, hiprij2b",Q0100-BX152,2.3002,,,,,,,,,,,
Q0100-BX156,1688117500.0,26.0,15.7799729,13.2478149,482.67,782.79,BX156,Q0100,24.48,0.19,0.45,yes,-2.0,1.9266,-1.0,GAL,nz;  m1,Q0100-BX156,1.9266,,,,,,,,,,,
Q0100-BX160,21118312000.0,8.0,15.7813777,13.2839347,1096.29,807.35,BX160,Q0100,24.43,0.13,0.4,yes,2.306,2.296,2.3034,QSO,"nz;  ha+n2 well detected, sigma~700 km/s; m3[ap1]; also m6,m7,m10[ap1]",Q0100-BX160,2.3034,,,,,,,,,,,
Q0100-BX160-CS1,2817141500.0,1.0,15.782413,13.282494,1069.43,823.46,CS1,Q0100,27.33,0.6,-0.31,yes,2.3068,2.2874,-1.0,GAL,odd looking emission...,Q0100-BX160-CS1,2.2874,,,,,,,,,,,
Q0100-BX160-CS9,2780569600.0,2.0,15.782433,13.283658,1090.62,823.91,CS9,Q0100,26.3,0.65,0.08,yes,2.3305,-2.0,-1.0,GAL,? single emission line,Q0100-BX160-CS9,2.3305,,,,,,,,,,,
Q0100-BX163,19084452000.0,19.0,15.7819741,13.2922452,1237.46,817.53,BX163,Q0100,24.0,0.37,0.82,yes,-2.0,2.2995,2.2984,GAL,"LM1  new lris z; nebz, mosfire Sep 2012; nz; m9",Q0100-BX163,2.2984,,,,,,,,,,,
Q0100-BX164,61912678000.0,24.0,15.7818799,13.2751508,947.04,815.39,BX164,Q0100,23.61,-0.03,0.71,yes,2.293,-2.0,2.2924,QSO,mult masks; ha+n2 is very broad (5000 km/s),Q0100-BX164,2.2924,,,,,,,,,,,
Q0100-BX165,1352423000.0,10.0,15.7825727,13.2705279,868.48,826.73,BX165,Q0100,24.19,0.12,0.36,yes,-2.0,1.758,-1.0,GAL,,Q0100-BX165,1.758,,,,,,,,,,,
Q0100-BX167,1200667400.0,12.0,15.7842321,13.2849321,1113.16,854.77,BX167,Q0100,24.63,0.13,0.59,yes,2.2918,-2.0,2.2893,GAL,"LM1; [ap1]; on BX168 slit, aka BX168b; nebz, mosfire Sep 2012",Q0100-BX167,2.2893,,,,,,,,,,,
Q0100-BX168,8357662200.0,5.0,15.7838736,13.2848709,1112.13,848.82,BX168,Q0100,24.65,0.22,0.71,yes,2.293,2.2881,2.2916,GAL,LM1[ap2] new lris; [ap1] is BX167; zneb hiprih1_H; has companion BX168b,Q0100-BX168,2.2916,,,,,,,,,,,
Q0100-BX171,4318898700.0,21.0,15.7848007,13.2565358,630.7,863.25,BX171,Q0100,23.8,0.15,0.83,yes,-2.0,1.8565,-1.0,GAL,nz;  m5; nice spec,Q0100-BX171,1.8565,,,,,,,,,,,
Q0100-BX172,58062864000.0,23.0,15.7851843,13.2781565,998.02,870.35,BX172,Q0100,23.5,0.26,0.81,yes,2.312,2.3077,2.3118,AGN,"on   KCWI q0100-C7, q0100-BX172",Q0100-BX172,2.3118,,,,,,,,,,,
Q0100-BX172-CS1,2750980400.0,1.0,,,,,CS1,,,,,,,,,,,,,,,,,,,,,,,
Q0100-BX172-CS2,149721280.0,2.0,,,,,CS2,,,,,,,,,,,,,,,,,,,,,,,
Q0100-BX172-CS4,1454998100.0,18.0,,,,,CS4,,,,,,,,,,,,,,,,,,,,,,,
Q0100-BX172-CS6,11972930000.0,4.0,,,,,CS6,,,,,,,,,,,,,,,,,,,,,,,
Q0100-BX172-CS7,2972578000.0,3.0,,,,,CS7,,,,,,,,,,,,,,,,,,,,,,,
Q0100-BX172-CS9,712607360.0,0.0,,,,,CS9,,,,,,,,,,,,,,,,,,,,,,,
Q0100-BX173,15225094000.0,12.0,15.7854512,13.3064164,1478.13,875.74,BX173,Q0100,23.48,0.26,0.5,yes,-1.0,-1.0,1.5438,GAL,z    from mosfire only,Q0100-BX173,1.5438,,,,,,,,,,,
Q0100-BX175,1976706400.0,39.0,15.7860242,13.2838361,1094.49,884.49,BX175,Q0100,24.3,0.59,1.27,yes,2.512,2.504,-1.0,GAL,co-add m1+m7,Q0100-BX175,2.504,,,,,,,,,,,
Q0100-BX18,8205009900.0,13.0,15.7402046,13.3045683,1448.03,124.51,BX18,Q0100,23.84,0.23,0.92,yes,2.497,2.489,-1.0,GAL,,Q0100-BX18,2.489,,,,,,,,,,,
Q0100-BX185,6688593900.0,10.0,15.7903536,13.2343388,253.44,954.72,BX185,Q0100,24.93,0.48,0.99,yes,-1.0,-1.0,2.3659,GAL,z    from mosfire only,Q0100-BX185,2.3659,,,,,,,,,,,
Q0100-BX187,1555778000.0,6.0,15.7906209,13.2679482,824.44,960.28,BX187,Q0100,25.09,0.34,0.72,yes,2.2687,-2.0,2.2659,GAL,nz;  nice Lya,Q0100-BX187,2.2659,,,,,,,,,,,
Q0100-BX19,6255314400.0,3.0,15.7405341,13.2671192,811.77,128.6,BX19,Q0100,25.08,-0.14,0.44,yes,2.391,2.391,-1.0,GAL,v.   strong em,Q0100-BX19,2.391,,,,,,,,,,,
Q0100-BX190,12107792000.0,4.0,15.7915768,13.2710263,876.71,976.25,BX190,Q0100,24.8,0.29,1.1,yes,2.3139,2.308,2.3101,GAL,"LM1  ; msfr3, 2013 sep; nz; m1+m6conf. mult. masks",Q0100-BX190,2.3101,,,,,,,,,,,
Q0100-BX191,2311105500.0,2.0,15.7916661,13.2846412,1108.02,978.19,BX191,Q0100,24.68,0.19,0.39,yes,-2.0,1.399,-1.0,GAL,prob. correct from m9+m7/ap#1; ap#2 z=0.214,Q0100-BX191,1.399,,,,,,,,,,,
Q0100-BX197,1959612800.0,4.0,15.79438,13.2991648,1354.69,1023.73,BX197,Q0100,25.21,0.32,0.72,yes,2.727,-2.0,-1.0,GAL,nz;  obs as NB3442 on N1,Q0100-BX197,2.727,,,,,,,,,,,
Q0100-BX2,7925855200.0,9.0,15.7343548,13.2615341,717.07,25.79,BX2,Q0100,23.92,0.29,0.79,yes,-2.0,2.045,-1.0,GAL,z    from m9,Q0100-BX2,2.045,,,,,,,,,,,
Q0100-BX202,5077766100.0,8.0,15.7965186,13.2460036,451.45,1057.48,BX202,Q0100,24.15,0.08,0.51,yes,-2.0,1.9237,-1.0,GAL,nz;  m1; corrected z 2/7/2011,Q0100-BX202,1.9237,,,,,,,,,,,
Q0100-BX204,15470235000.0,97.0,15.7965988,13.2700933,860.72,1059.61,BX204,Q0100,25.09,0.53,1.01,yes,2.7205,2.72,-1.0,GAL,"nz;  on m1,m2;v. strong OI",Q0100-BX204,2.72,,,,,,,,,,,
Q0100-BX205,5191428600.0,13.0,15.8000551,13.2951886,1286.99,1117.82,BX205,Q0100,24.13,0.23,0.68,yes,-2.0,2.2887,2.2912,GAL,"LM1  [ap1]; [ap2] has zabs=2.318 w/strong abs;nebz, mosfire Sep 2012",Q0100-BX205,2.2912,,,,,,,,,,,
Q0100-BX207,6744932900.0,8.0,15.7979407,13.2528205,567.23,1081.32,BX207,Q0100,24.68,0.36,0.96,yes,-2.0,2.377,-1.0,GAL,nz;  m3; noisy,Q0100-BX207,2.377,,,,,,,,,,,
Q0100-BX209,9318808600.0,2.0,15.8005098,13.2711325,878.28,1124.58,BX209,Q0100,25.33,0.37,0.78,yes,-2.0,-2.0,1.9387,GAL,,Q0100-BX209,1.9387,,,,,,,,,,,
Q0100-BX210,6720585700.0,42.0,15.8000409,13.271705,888.01,1116.81,BX210,Q0100,23.55,0.33,0.95,yes,2.2821,2.2755,2.2769,GAL,"LM1; msfr3, 2013sep; nz; m2; sightline gal",Q0100-BX210,2.2769,,,,,,,,,,,
Q0100-BX210-CS4,128666120.0,2.0,15.798867,13.272974,909.66,1096.72,CS4,Q0100,25.79,0.79,0.36,yes,1.9214,1.9203,-1.0,GAL,faint but OK,Q0100-BX210-CS4,1.9203,,,,,,,,,,,
Q0100-BX211,7302994900.0,18.0,15.8007046,13.2559955,621.1,1127.32,BX211,Q0100,24.46,0.39,1.33,yes,-2.0,2.301,-1.0,GAL,nz;  m5,Q0100-BX211,2.301,,,,,,,,,,,
Q0100-BX212,2178328300.0,3.0,15.8020996,13.2729948,909.87,1151.04,BX212,Q0100,25.43,0.3,0.92,yes,-2.0,2.106,2.1063,GAL,"msfr3, 2013sep; nz; z from m6+m10",Q0100-BX212,2.1063,,,,,,,,,,,
Q0100-BX214,1171566200.0,3.0,15.8022471,13.2801715,1031.8,1153.72,BX214,Q0100,24.93,0.01,0.47,yes,-2.0,-2.0,2.0481,GAL,zneb msfr hiprijk1; nz; z=2.6636 IF line is Lya (prob is,Q0100-BX214,2.0481,,,,,,,,,,,
Q0100-BX219,3310590700.0,6.0,15.7932269,13.2606772,700.84,1003.31,BX219,Q0100,25.02,0.54,0.95,yes,2.59,2.58,2.5815,GAL,nz;  zneb mosfire sep/oct 2014;,Q0100-BX219,2.5815,,,,,,,,,,,
Q0100-BX221,4664351700.0,3.0,15.8039527,13.2542684,591.67,1181.2,BX221,Q0100,24.36,0.07,0.28,yes,-2.0,-2.0,1.5286,GAL,"z    is mosfire only, 10/2012; nz; m1,m6; removed z 2/7/2011",Q0100-BX221,1.5286,,,,,,,,,,,
Q0100-BX224,4466760700.0,5.0,15.8041477,13.275125,946.01,1185.11,BX224,Q0100,25.05,0.55,0.91,yes,-2.0,-2.0,2.1076,GAL,"LM1; there are 3 objects on slit, from f160W image; BX224",Q0100-BX224,2.1076,,,,,,,,,,,
Q0100-BX226,1896104600.0,37.0,15.8048362,13.2627647,736.0,1196.14,BX226,Q0100,24.01,0.58,0.93,yes,2.594,2.591,-2.0,GAL,nz;  m3+m5; mult masks,Q0100-BX226,2.591,,,,,,,,,,,
Q0100-BX229,4800679900.0,6.0,15.8065322,13.27146,883.68,1224.59,BX229,Q0100,25.07,0.32,1.02,yes,-2.0,2.2995,-1.0,GAL,LM1;,Q0100-BX229,2.2995,,,,,,,,,,,
Q0100-BX231,2557991200.0,8.0,15.8090653,13.300392,1375.16,1267.58,BX231,Q0100,24.36,0.21,0.98,yes,-2.0,2.194,-1.0,GAL,nz;  m1+m7,Q0100-BX231,2.194,,,,,,,,,,,
Q0100-BX236,28356037000.0,35.0,15.8070393,13.2612938,710.95,1232.68,BX236,Q0100,24.3,0.45,1.01,yes,-2.0,1.97,-1.0,GAL,nz;  z from m9/ap2,Q0100-BX236,1.97,,,,,,,,,,,
Q0100-BX239,6603723800.0,131.0,15.8070885,13.2544086,593.98,1233.27,BX239,Q0100,23.84,0.42,0.9,yes,2.3065,2.3013,2.3033,GAL,LM1; nz; m1+m6; DLA@z=2.072,Q0100-BX239,2.3033,,,,,,,,,,,
Q0100-BX242,4674986500.0,18.0,15.8142943,13.226839,125.4,1352.05,BX242,Q0100,24.33,0.41,0.86,yes,-2.0,2.298,-1.0,GAL,nz;  m3,Q0100-BX242,2.298,,,,,,,,,,,
Q0100-BX245,11696795000.0,4.0,15.8154794,13.2900334,1199.01,1373.73,BX245,Q0100,25.03,0.49,0.8,yes,-2.0,2.0784,2.0789,GAL,"LM1[ap1] on BX246 slit!; neb msfr hiprih1_H, on BX246 slit",Q0100-BX245,2.0789,,,,,,,,,,,
Q0100-BX246,9110038500.0,9.0,15.8151269,13.2900579,1199.44,1367.88,BX246,Q0100,24.94,0.67,1.52,yes,-2.0,2.3026,2.3066,GAL,LM1[ap2]; nz; m7; noisy,Q0100-BX246,2.3066,,,,,,,,,,,
Q0100-BX248,40945717000.0,20.0,15.8166186,13.2464264,458.12,1391.27,BX248,Q0100,23.62,0.27,0.8,yes,-2.0,2.087,-1.0,GAL,nz;  m2+m7; note blend w/BX245,Q0100-BX248,2.087,,,,,,,,,,,
Q0100-BX250,10654573000.0,21.0,15.8177293,13.2636382,750.51,1410.26,BX250,Q0100,23.35,0.22,0.71,yes,-2.0,1.9709,1.9726,GAL,"msfr1, msfr3; nz; m3; very nice spec",Q0100-BX250,1.9726,,,,,,,,,,,
Q0100-BX258,5609679900.0,8.0,15.8196374,13.2408236,362.86,1441.22,BX258,Q0100,24.45,0.14,0.82,yes,2.392,2.385,-1.0,GAL,nz;  m5,Q0100-BX258,2.385,,,,,,,,,,,
Q0100-BX26,21005963000.0,8.0,15.7422753,13.3091033,1525.01,159.05,BX26,Q0100,24.47,0.56,1.43,yes,-2.0,2.163,-1.0,---,LM1; not secure- messed up spectrum,Q0100-BX26,2.163,,,,,,,,,,,
Q0100-BX263,859883070.0,4.0,15.8208832,13.2688535,839.04,1462.79,BX263,Q0100,24.93,0.19,0.77,yes,-2.0,2.2454,2.2457,GAL,"LM1; BX257 at hi-pix end of slit, glancing blow; msfr3 9/13;",Q0100-BX263,2.2457,,,,,,,,,,,
Q0100-BX266,20295500000.0,20.0,15.8226741,13.3082224,1507.86,1493.76,BX266,Q0100,23.67,0.41,0.98,yes,2.478,2.473,2.4749,NEW,fm1_K added 12/22/21; nz; m1,Q0100-BX266,2.4749,,,,,,,,,,,
Q0100-BX268,4249221100.0,16.0,15.8249943,13.2495985,511.81,1530.45,BX268,Q0100,25.0,0.4,1.27,yes,2.7626,2.756,-1.0,GAL,L1L2; m2; next to MD36- MD36 produces DLA in BX268 spectrum!,Q0100-BX268,2.756,,,,,,,,,,,
Q0100-BX271,2165719000.0,6.0,15.8274575,13.239579,341.52,1571.05,BX271,Q0100,24.62,0.17,0.59,yes,-2.0,1.977,-1.0,GAL,nz;  m3,Q0100-BX271,1.977,,,,,,,,,,,
Q0100-BX272,1491748700.0,11.0,15.8274274,13.2435654,409.25,1570.67,BX272,Q0100,24.41,0.13,0.47,yes,-2.0,1.981,1.9817,GAL,zneb hph1_H; nz; m2+m6,Q0100-BX272,1.9817,,,,,,,,,,,
Q0100-BX277,10434875000.0,6.0,15.8289557,13.2824575,1069.97,1597.24,BX277,Q0100,24.35,0.13,0.67,yes,2.1099,2.105,2.1061,GAL,"LM1; msfr RK_H,K; msfr3; nz; m1",Q0100-BX277,2.1061,,,,,,,,,,,
Q0100-BX280,4480672300.0,11.0,15.8322755,13.2350431,264.34,1650.91,BX280,Q0100,23.92,0.11,0.4,yes,-2.0,1.846,-1.0,GAL,prob correct,Q0100-BX280,1.846,,,,,,,,,,,
Q0100-BX282,24838947000.0,15.0,15.8250783,13.2606719,699.94,1532.19,BX282,Q0100,24.13,0.63,1.16,yes,2.4945,-2.0,2.4938,GAL,nz;  m5[ap1]; [ap2] is STAR,Q0100-BX282,2.4938,,,,,,,,,,,
Q0100-BX284,9821652000.0,7.0,15.8346838,13.2790201,1011.43,1692.24,BX284,Q0100,25.47,0.7,1.52,yes,-1.0,2.3085,2.3095,GAL,LM1; [ap1] on RK105 slit; on RK105 slit; z from mosfire,Q0100-BX284,2.3095,,,,,,,,,,,
Q0100-BX286,6205580800.0,15.0,15.8352892,13.2647772,769.44,1701.87,BX286,Q0100,24.33,0.19,0.78,yes,1.985,1.98,-1.0,GAL,nz;  m2+m6,Q0100-BX286,1.98,,,,,,,,,,,
Q0100-BX288,3971818200.0,15.0,15.8372512,13.2731696,911.98,1734.7,BX288,Q0100,23.75,0.02,0.35,yes,2.1047,2.1019,2.1006,GAL,LM1[ap1] on BX289 slit; nz; m1; m5[ap2]; v. close to BX289;,Q0100-BX288,2.1006,,,,,,,,,,,
Q0100-BX289,6264576000.0,49.0,15.8363684,13.2732767,913.82,1720.04,BX289,Q0100,23.77,0.27,0.96,yes,-2.0,2.1022,2.1025,GAL,LM1  [ap2]; note slit includes both BX288 and BX289,Q0100-BX289,2.1025,,,,,,,,,,,
Q0100-BX29,8401993200.0,10.0,15.7395679,13.2752598,950.11,112.86,BX29,Q0100,23.69,0.28,0.51,yes,-2.0,1.644,-1.0,GAL,,Q0100-BX29,1.644,,,,,,,,,,,
Q0100-BX293,63427928000.0,20.0,15.8383829,13.2561805,623.31,1752.97,BX293,Q0100,24.03,0.16,0.99,yes,1.9809,1.9719,1.9764,GAL,LM1; zneb msfr hpk1_K; nz; z from m2+m5; also has z=1.534,Q0100-BX293,1.9764,,,,,,,,,,,
Q0100-BX294,3576139800.0,22.0,15.8383182,13.2937127,1260.97,1753.03,BX294,Q0100,23.5,0.1,0.6,yes,-2.0,1.9324,-1.0,GAL,nz;  m1; nice spec,Q0100-BX294,1.9324,,,,,,,,,,,
Q0100-BX296,6015648800.0,3.0,15.8393905,13.2930007,1248.85,1770.81,BX296,Q0100,24.95,0.16,0.67,yes,-2.0,2.281,-1.0,GAL,"nz;  m10, close pair",Q0100-BX296,2.281,,,,,,,,,,,
Q0100-BX297,942513600.0,18.0,15.8394864,13.2532345,573.23,1771.21,BX297,Q0100,24.8,0.62,1.41,yes,2.584,2.583,-1.0,GAL,nz;  m6; noisy,Q0100-BX297,2.583,,,,,,,,,,,
Q0100-BX303,2430565400.0,9.0,15.8420999,13.2507026,530.16,1814.53,BX303,Q0100,24.49,0.14,0.61,yes,-2.0,1.847,-1.0,GAL,"nz;  m3,m6,m10, z from m10",Q0100-BX303,1.847,,,,,,,,,,,
Q0100-BX306,530231460.0,10.0,15.8442264,13.2298835,176.4,1849.22,BX306,Q0100,25.32,0.32,1.29,yes,2.7608,-2.0,-1.0,GAL,nz;  obs as NB6649 on N1,Q0100-BX306,2.7608,,,,,,,,,,,
Q0100-BX307,6877972000.0,8.0,15.8442951,13.28115,1047.39,1851.89,BX307,Q0100,24.2,0.1,0.63,yes,-2.0,1.9803,-1.0,GAL,nz;  m1+m7,Q0100-BX307,1.9803,,,,,,,,,,,
Q0100-BX308,5533505500.0,13.0,15.8443385,13.2797262,1023.2,1852.57,BX308,Q0100,23.77,0.11,0.53,yes,-2.0,1.9823,-1.0,GAL,nz;  m2,Q0100-BX308,1.9823,,,,,,,,,,,
Q0100-BX311,13758379000.0,8.0,15.8453434,13.2973911,1323.3,1869.78,BX311,Q0100,24.4,0.22,0.9,yes,-2.0,2.105,2.1041,GAL,"zneb from fm1_K, added 12/22/21; abs. lines double",Q0100-BX311,2.1041,,,,,,,,,,,
Q0100-BX313,38367244000.0,15.0,15.8452851,13.2308921,193.51,1866.84,BX313,Q0100,24.36,0.39,1.32,yes,-2.0,2.434,-1.0,GAL,correct z from L1; had been 3.369,Q0100-BX313,2.434,,,,,,,,,,,
Q0100-BX316,12457466000.0,7.0,15.8462924,13.3023768,1407.98,1885.68,BX316,Q0100,24.39,0.62,1.48,yes,-2.0,2.652,-1.0,GAL,z    from m2+m6,Q0100-BX316,2.652,,,,,,,,,,,
Q0100-BX317,14985862000.0,11.0,15.8465382,13.2412095,368.77,1887.95,BX317,Q0100,23.77,0.2,0.65,yes,-2.0,1.75,-1.0,GAL,nz;  z from n1 mask,Q0100-BX317,1.75,,,,,,,,,,,
Q0100-BX319,16433556000.0,10.0,15.8468677,13.2829301,1077.58,1894.66,BX319,Q0100,23.81,0.2,0.61,yes,-2.0,1.754,-1.0,GAL,nz;  m3,Q0100-BX319,1.754,,,,,,,,,,,
Q0100-BX321,9837919200.0,3.0,15.8497633,13.2727268,904.16,1942.43,BX321,Q0100,25.3,0.34,1.08,yes,-2.0,2.052,-1.0,GAL,LM1,Q0100-BX321,2.052,,,,,,,,,,,
Q0100-BX328,766720900.0,3.0,15.8537163,13.2911714,1217.44,2008.6,BX328,Q0100,25.37,0.23,1.18,yes,2.716,-2.0,-1.0,GAL,aka  NB6507 Lya nb selected,Q0100-BX328,2.716,,,,,,,,,,,
Q0100-BX330,1882482400.0,29.0,15.8557445,13.2934045,1255.33,2042.34,BX330,Q0100,25.22,0.24,1.21,yes,-2.0,2.107,-1.0,GAL,z    from L1,Q0100-BX330,2.107,,,,,,,,,,,
Q0100-BX333,4043679000.0,12.0,15.8574131,13.2835255,1087.45,2069.76,BX333,Q0100,23.82,0.27,0.65,yes,2.115,2.107,-1.0,GAL,,Q0100-BX333,2.107,,,,,,,,,,,
Q0100-BX335,249981780.0,4.0,15.8575024,13.2565141,628.54,2070.46,BX335,Q0100,23.71,-0.15,0.11,yes,-2.0,1.184,-1.0,GAL,?check red side,Q0100-BX335,1.184,,,,,,,,,,,
Q0100-BX342,24139563000.0,9.0,15.8610044,13.2765759,969.3,2129.19,BX342,Q0100,23.87,0.16,0.53,yes,-2.0,1.753,-1.0,GAL,,Q0100-BX342,1.753,,,,,,,,,,,
Q0100-BX36,2304937500.0,9.0,15.744609,13.2656857,787.29,196.21,BX36,Q0100,24.97,0.24,0.46,yes,-2.0,2.469,-1.0,GAL,?mult masks,Q0100-BX36,2.469,,,,,,,,,,,
Q0100-BX44,12052451000.0,6.0,15.743784,13.235075,267.26,181.39,BX44,Q0100,24.38,0.1,0.61,yes,2.391,2.384,-1.0,GAL,"ap#2, m3",Q0100-BX44,2.384,,,,,,,,,,,
Q0100-BX53,5692707300.0,22.0,15.7491752,13.2722297,898.34,272.26,BX53,Q0100,24.07,0.33,1.19,yes,-2.0,-2.0,2.001,GAL,msfr3 9/13,Q0100-BX53,2.001,,,,,,,,,,,
Q0100-BX54,48559342000.0,76.0,15.7486448,13.2730172,911.74,263.48,BX54,Q0100,23.1,0.5,1.34,yes,-2.0,1.9986,-1.0,GAL,nz;  m1; nice spec; CIII] em,Q0100-BX54,1.9986,,,,,,,,,,,
Q0100-BX56,1171137000.0,7.0,15.7505469,13.2635111,750.17,294.72,BX56,Q0100,24.33,0.14,0.35,yes,1.9315,1.927,-1.0,GAL,nz;  m5,Q0100-BX56,1.927,,,,,,,,,,,
Q0100-BX57,6480495600.0,12.0,15.7459182,13.2634734,749.67,217.86,BX57,Q0100,24.22,0.21,0.85,yes,-2.0,2.269,2.2706,GAL,LM1[ap2]; [ap3] is BX58; [ap1] is z=0.268; msfr3 9/13; ap#2; ap#1=0.268,Q0100-BX57,2.2706,,,,,,,,,,,
Q0100-BX58,4788742700.0,3.0,15.7453782,13.2634411,749.14,208.9,BX58,Q0100,25.25,0.26,0.67,yes,2.2757,2.2708,-1.0,GAL,LM1; new lris z; [ap3] on BX57 slit; m9/ap1; m9/ap2 has,Q0100-BX58,2.2708,,,,,,,,,,,
Q0100-BX70,4425565700.0,17.0,15.753889,13.2552557,609.82,349.92,BX70,Q0100,23.83,0.13,0.59,yes,-2.0,1.998,-1.0,GAL,nz;  m3,Q0100-BX70,1.998,,,,,,,,,,,
Q0100-BX76,4472782800.0,35.0,15.754714,13.2730184,911.58,364.26,BX76,Q0100,23.65,0.16,0.71,yes,-2.0,1.967,1.9646,GAL,"msfr3 9/13; nz; m5,m10; z from m10",Q0100-BX76,1.9646,,,,,,,,,,,
Q0100-BX77,4153329700.0,16.0,15.7558223,13.2611332,709.62,382.23,BX77,Q0100,23.91,0.14,0.41,yes,1.767,1.762,-1.0,GAL,nz;  m5,Q0100-BX77,1.762,,,,,,,,,,,
Q0100-BX79,2518358800.0,1.0,15.7572574,13.2572061,642.86,405.92,BX79,Q0100,25.45,-0.02,0.3,yes,2.2142,2.2086,-1.0,GAL,LM1; new lris z,Q0100-BX79,2.2086,,,,,,,,,,,
